year,carrier,hour,minute,time_hour,seconds
2013,UA,15,45,2013-10-31T15:00:00Z,:00
2013,WN,15,30,2013-10-31T15:00:00Z,:00
2013,WN,15,55,2013-10-31T15:00:00Z,:00
2013,B6,16,0,2013-10-31T16:00:00Z,:00
2013,DL,15,55,2013-10-31T15:00:00Z,:00
2013,9E,16,0,2013-10-31T16:00:00Z,:00
2013,9E,16,0,2013-10-31T16:00:00Z,:00
2013,MQ,15,50,2013-10-31T15:00:00Z,:00
2013,DL,15,55,2013-10-31T15:00:00Z,:00
2013,MQ,15,55,2013-10-31T15:00:00Z,:00
2013,B6,16,0,2013-10-31T16:00:00Z,:00
2013,MQ,15,55,2013-10-31T15:00:00Z,:00
2013,9E,15,49,2013-10-31T15:00:00Z,:00
2013,EV,15,55,2013-10-31T15:00:00Z,:00
2013,DL,16,0,2013-10-31T16:00:00Z,:00
2013,UA,16,0,2013-10-31T16:00:00Z,:00
2013,UA,15,29,2013-10-31T15:00:00Z,:00
2013,DL,16,0,2013-10-31T16:00:00Z,:00
2013,DL,16,0,2013-10-31T16:00:00Z,:00
2013,UA,15,59,2013-10-31T15:00:00Z,:00
2013,UA,15,59,2013-10-31T15:00:00Z,:00
2013,MQ,16,0,2013-10-31T16:00:00Z,:00
2013,AA,16,0,2013-10-31T16:00:00Z,:00
2013,EV,15,48,2013-10-31T15:00:00Z,:00
2013,EV,15,15,2013-10-31T15:00:00Z,:00
2013,9E,16,0,2013-10-31T16:00:00Z,:00
2013,9E,16,15,2013-10-31T16:00:00Z,:00
2013,B6,15,35,2013-10-31T15:00:00Z,:00
2013,MQ,16,15,2013-10-31T16:00:00Z,:00
2013,B6,16,11,2013-10-31T16:00:00Z,:00
2013,DL,16,20,2013-10-31T16:00:00Z,:00
2013,AA,16,20,2013-10-31T16:00:00Z,:00
2013,DL,16,25,2013-10-31T16:00:00Z,:00
2013,B6,15,59,2013-10-31T15:00:00Z,:00
2013,DL,16,15,2013-10-31T16:00:00Z,:00
2013,EV,16,23,2013-10-31T16:00:00Z,:00
2013,US,16,0,2013-10-31T16:00:00Z,:00
2013,UA,16,29,2013-10-31T16:00:00Z,:00
2013,UA,16,20,2013-10-31T16:00:00Z,:00
2013,DL,16,29,2013-10-31T16:00:00Z,:00
2013,EV,16,38,2013-10-31T16:00:00Z,:00
2013,EV,15,45,2013-10-31T15:00:00Z,:00
2013,MQ,16,35,2013-10-31T16:00:00Z,:00
2013,DL,16,25,2013-10-31T16:00:00Z,:00
2013,B6,16,30,2013-10-31T16:00:00Z,:00
2013,AA,16,20,2013-10-31T16:00:00Z,:00
2013,AA,16,30,2013-10-31T16:00:00Z,:00
2013,EV,16,32,2013-10-31T16:00:00Z,:00
2013,DL,16,45,2013-10-31T16:00:00Z,:00
2013,9E,16,20,2013-10-31T16:00:00Z,:00
2013,VX,16,30,2013-10-31T16:00:00Z,:00
2013,B6,16,29,2013-10-31T16:00:00Z,:00
2013,B6,16,50,2013-10-31T16:00:00Z,:00
2013,B6,16,13,2013-10-31T16:00:00Z,:00
2013,US,16,0,2013-10-31T16:00:00Z,:00
2013,MQ,15,10,2013-10-31T15:00:00Z,:00
2013,UA,16,48,2013-10-31T16:00:00Z,:00
2013,AA,16,55,2013-10-31T16:00:00Z,:00
2013,B6,16,35,2013-10-31T16:00:00Z,:00
2013,AA,17,0,2013-10-31T17:00:00Z,:00
2013,B6,16,50,2013-10-31T16:00:00Z,:00
2013,MQ,16,45,2013-10-31T16:00:00Z,:00
2013,EV,16,49,2013-10-31T16:00:00Z,:00
2013,AA,17,0,2013-10-31T17:00:00Z,:00
2013,B6,17,0,2013-10-31T17:00:00Z,:00
2013,DL,16,59,2013-10-31T16:00:00Z,:00
2013,AA,16,5,2013-10-31T16:00:00Z,:00
2013,WN,16,55,2013-10-31T16:00:00Z,:00
2013,DL,17,0,2013-10-31T17:00:00Z,:00
2013,DL,17,0,2013-10-31T17:00:00Z,:00
2013,AA,17,0,2013-10-31T17:00:00Z,:00
2013,UA,17,4,2013-10-31T17:00:00Z,:00
2013,UA,17,0,2013-10-31T17:00:00Z,:00
2013,MQ,16,55,2013-10-31T16:00:00Z,:00
2013,US,17,0,2013-10-31T17:00:00Z,:00
2013,AA,16,15,2013-10-31T16:00:00Z,:00
2013,B6,16,59,2013-10-31T16:00:00Z,:00
2013,YV,16,35,2013-10-31T16:00:00Z,:00
2013,UA,17,0,2013-10-31T17:00:00Z,:00
2013,MQ,16,0,2013-10-31T16:00:00Z,:00
2013,UA,16,54,2013-10-31T16:00:00Z,:00
2013,MQ,17,10,2013-10-31T17:00:00Z,:00
2013,UA,16,59,2013-10-31T16:00:00Z,:00
2013,VX,16,55,2013-10-31T16:00:00Z,:00
2013,AA,17,15,2013-10-31T17:00:00Z,:00
2013,UA,17,10,2013-10-31T17:00:00Z,:00
2013,US,17,10,2013-10-31T17:00:00Z,:00
2013,UA,17,12,2013-10-31T17:00:00Z,:00
2013,EV,15,29,2013-10-31T15:00:00Z,:00
2013,9E,16,50,2013-10-31T16:00:00Z,:00
2013,DL,16,45,2013-10-31T16:00:00Z,:00
2013,B6,17,8,2013-10-31T17:00:00Z,:00
2013,EV,16,56,2013-10-31T16:00:00Z,:00
2013,B6,17,21,2013-10-31T17:00:00Z,:00
2013,DL,17,20,2013-10-31T17:00:00Z,:00
2013,EV,16,12,2013-10-31T16:00:00Z,:00
2013,MQ,17,20,2013-10-31T17:00:00Z,:00
2013,F9,17,29,2013-10-31T17:00:00Z,:00
2013,UA,17,25,2013-10-31T17:00:00Z,:00
2013,AA,17,20,2013-10-31T17:00:00Z,:00
2013,US,17,30,2013-10-31T17:00:00Z,:00
2013,B6,17,30,2013-10-31T17:00:00Z,:00
2013,UA,17,29,2013-10-31T17:00:00Z,:00
2013,US,17,0,2013-10-31T17:00:00Z,:00
2013,EV,15,28,2013-10-31T15:00:00Z,:00
2013,VX,17,25,2013-10-31T17:00:00Z,:00
2013,EV,17,30,2013-10-31T17:00:00Z,:00
2013,AA,17,35,2013-10-31T17:00:00Z,:00
2013,VX,17,29,2013-10-31T17:00:00Z,:00
2013,B6,17,30,2013-10-31T17:00:00Z,:00
2013,EV,16,42,2013-10-31T16:00:00Z,:00
2013,B6,17,40,2013-10-31T17:00:00Z,:00
2013,WN,15,45,2013-10-31T15:00:00Z,:00
2013,AA,17,0,2013-10-31T17:00:00Z,:00
2013,AA,15,30,2013-10-31T15:00:00Z,:00
2013,UA,17,34,2013-10-31T17:00:00Z,:00
2013,WN,17,40,2013-10-31T17:00:00Z,:00
2013,B6,17,40,2013-10-31T17:00:00Z,:00
2013,MQ,17,55,2013-10-31T17:00:00Z,:00
2013,AA,17,55,2013-10-31T17:00:00Z,:00
2013,MQ,17,55,2013-10-31T17:00:00Z,:00
2013,US,18,0,2013-10-31T18:00:00Z,:00
2013,B6,17,59,2013-10-31T17:00:00Z,:00
2013,UA,17,59,2013-10-31T17:00:00Z,:00
2013,US,18,0,2013-10-31T18:00:00Z,:00
2013,DL,17,59,2013-10-31T17:00:00Z,:00
2013,EV,17,17,2013-10-31T17:00:00Z,:00
2013,EV,17,16,2013-10-31T17:00:00Z,:00
2013,DL,18,0,2013-10-31T18:00:00Z,:00
2013,UA,17,23,2013-10-31T17:00:00Z,:00
2013,AA,17,40,2013-10-31T17:00:00Z,:00
2013,UA,18,3,2013-10-31T18:00:00Z,:00
2013,AA,18,15,2013-10-31T18:00:00Z,:00
2013,MQ,18,10,2013-10-31T18:00:00Z,:00
2013,B6,18,10,2013-10-31T18:00:00Z,:00
2013,UA,17,20,2013-10-31T17:00:00Z,:00
2013,B6,17,6,2013-10-31T17:00:00Z,:00
2013,DL,18,15,2013-10-31T18:00:00Z,:00
2013,UA,18,5,2013-10-31T18:00:00Z,:00
2013,9E,18,20,2013-10-31T18:00:00Z,:00
2013,WN,18,0,2013-10-31T18:00:00Z,:00
2013,EV,17,40,2013-10-31T17:00:00Z,:00
2013,WN,17,30,2013-10-31T17:00:00Z,:00
2013,UA,18,15,2013-10-31T18:00:00Z,:00
2013,DL,18,20,2013-10-31T18:00:00Z,:00
2013,AA,17,15,2013-10-31T17:00:00Z,:00
2013,AA,18,5,2013-10-31T18:00:00Z,:00
2013,9E,18,20,2013-10-31T18:00:00Z,:00
2013,B6,17,30,2013-10-31T17:00:00Z,:00
2013,WN,17,15,2013-10-31T17:00:00Z,:00
2013,9E,18,34,2013-10-31T18:00:00Z,:00
2013,DL,18,15,2013-10-31T18:00:00Z,:00
2013,EV,18,30,2013-10-31T18:00:00Z,:00
2013,9E,18,15,2013-10-31T18:00:00Z,:00
2013,UA,18,20,2013-10-31T18:00:00Z,:00
2013,B6,18,30,2013-10-31T18:00:00Z,:00
2013,MQ,18,29,2013-10-31T18:00:00Z,:00
2013,UA,18,29,2013-10-31T18:00:00Z,:00
2013,DL,18,30,2013-10-31T18:00:00Z,:00
2013,DL,18,25,2013-10-31T18:00:00Z,:00
2013,FL,17,38,2013-10-31T17:00:00Z,:00
2013,UA,18,30,2013-10-31T18:00:00Z,:00
2013,UA,18,30,2013-10-31T18:00:00Z,:00
2013,US,18,29,2013-10-31T18:00:00Z,:00
2013,DL,18,30,2013-10-31T18:00:00Z,:00
2013,US,18,30,2013-10-31T18:00:00Z,:00
2013,B6,18,30,2013-10-31T18:00:00Z,:00
2013,DL,18,35,2013-10-31T18:00:00Z,:00
2013,B6,18,37,2013-10-31T18:00:00Z,:00
2013,9E,17,36,2013-10-31T17:00:00Z,:00
2013,UA,18,3,2013-10-31T18:00:00Z,:00
2013,AS,18,35,2013-10-31T18:00:00Z,:00
2013,B6,18,30,2013-10-31T18:00:00Z,:00
2013,MQ,18,29,2013-10-31T18:00:00Z,:00
2013,DL,18,4,2013-10-31T18:00:00Z,:00
2013,EV,17,45,2013-10-31T17:00:00Z,:00
2013,UA,18,3,2013-10-31T18:00:00Z,:00
2013,EV,18,15,2013-10-31T18:00:00Z,:00
2013,AA,18,50,2013-10-31T18:00:00Z,:00
2013,B6,18,49,2013-10-31T18:00:00Z,:00
2013,VX,18,50,2013-10-31T18:00:00Z,:00
2013,9E,18,45,2013-10-31T18:00:00Z,:00
2013,UA,18,59,2013-10-31T18:00:00Z,:00
2013,US,19,0,2013-10-31T19:00:00Z,:00
2013,DL,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,0,2013-10-31T19:00:00Z,:00
2013,DL,18,35,2013-10-31T18:00:00Z,:00
2013,DL,19,0,2013-10-31T19:00:00Z,:00
2013,AA,19,5,2013-10-31T19:00:00Z,:00
2013,WN,18,15,2013-10-31T18:00:00Z,:00
2013,EV,17,10,2013-10-31T17:00:00Z,:00
2013,MQ,19,0,2013-10-31T19:00:00Z,:00
2013,UA,19,1,2013-10-31T19:00:00Z,:00
2013,US,19,0,2013-10-31T19:00:00Z,:00
2013,WN,18,30,2013-10-31T18:00:00Z,:00
2013,DL,19,0,2013-10-31T19:00:00Z,:00
2013,UA,19,1,2013-10-31T19:00:00Z,:00
2013,DL,19,0,2013-10-31T19:00:00Z,:00
2013,US,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,5,2013-10-31T19:00:00Z,:00
2013,AA,18,45,2013-10-31T18:00:00Z,:00
2013,AA,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,5,2013-10-31T19:00:00Z,:00
2013,9E,19,15,2013-10-31T19:00:00Z,:00
2013,B6,18,58,2013-10-31T18:00:00Z,:00
2013,EV,18,30,2013-10-31T18:00:00Z,:00
2013,EV,17,28,2013-10-31T17:00:00Z,:00
2013,AA,19,10,2013-10-31T19:00:00Z,:00
2013,B6,19,20,2013-10-31T19:00:00Z,:00
2013,DL,19,25,2013-10-31T19:00:00Z,:00
2013,EV,19,11,2013-10-31T19:00:00Z,:00
2013,MQ,18,50,2013-10-31T18:00:00Z,:00
2013,DL,19,25,2013-10-31T19:00:00Z,:00
2013,EV,17,41,2013-10-31T17:00:00Z,:00
2013,EV,19,30,2013-10-31T19:00:00Z,:00
2013,9E,19,25,2013-10-31T19:00:00Z,:00
2013,B6,18,55,2013-10-31T18:00:00Z,:00
2013,DL,19,10,2013-10-31T19:00:00Z,:00
2013,9E,18,59,2013-10-31T18:00:00Z,:00
2013,AA,19,30,2013-10-31T19:00:00Z,:00
2013,B6,19,32,2013-10-31T19:00:00Z,:00
2013,MQ,18,30,2013-10-31T18:00:00Z,:00
2013,DL,19,29,2013-10-31T19:00:00Z,:00
2013,B6,19,30,2013-10-31T19:00:00Z,:00
2013,MQ,19,30,2013-10-31T19:00:00Z,:00
2013,EV,19,34,2013-10-31T19:00:00Z,:00
2013,FL,18,59,2013-10-31T18:00:00Z,:00
2013,AA,19,35,2013-10-31T19:00:00Z,:00
2013,UA,19,30,2013-10-31T19:00:00Z,:00
2013,B6,19,30,2013-10-31T19:00:00Z,:00
2013,EV,19,34,2013-10-31T19:00:00Z,:00
2013,WN,19,5,2013-10-31T19:00:00Z,:00
2013,EV,19,40,2013-10-31T19:00:00Z,:00
2013,EV,19,45,2013-10-31T19:00:00Z,:00
2013,B6,19,30,2013-10-31T19:00:00Z,:00
2013,DL,19,35,2013-10-31T19:00:00Z,:00
2013,9E,19,35,2013-10-31T19:00:00Z,:00
2013,MQ,19,50,2013-10-31T19:00:00Z,:00
2013,9E,18,59,2013-10-31T18:00:00Z,:00
2013,DL,19,30,2013-10-31T19:00:00Z,:00
2013,DL,19,10,2013-10-31T19:00:00Z,:00
2013,9E,19,45,2013-10-31T19:00:00Z,:00
2013,9E,20,0,2013-10-31T20:00:00Z,:00
2013,US,20,0,2013-10-31T20:00:00Z,:00
2013,B6,20,0,2013-10-31T20:00:00Z,:00
2013,B6,20,3,2013-10-31T20:00:00Z,:00
2013,EV,20,7,2013-10-31T20:00:00Z,:00
2013,UA,20,0,2013-10-31T20:00:00Z,:00
2013,VX,20,0,2013-10-31T20:00:00Z,:00
2013,B6,20,10,2013-10-31T20:00:00Z,:00
2013,9E,20,18,2013-10-31T20:00:00Z,:00
2013,B6,20,1,2013-10-31T20:00:00Z,:00
2013,MQ,19,40,2013-10-31T19:00:00Z,:00
2013,AA,19,40,2013-10-31T19:00:00Z,:00
2013,MQ,19,50,2013-10-31T19:00:00Z,:00
2013,UA,20,9,2013-10-31T20:00:00Z,:00
2013,B6,20,19,2013-10-31T20:00:00Z,:00
2013,UA,20,22,2013-10-31T20:00:00Z,:00
2013,B6,20,18,2013-10-31T20:00:00Z,:00
2013,AA,20,25,2013-10-31T20:00:00Z,:00
2013,EV,19,32,2013-10-31T19:00:00Z,:00
2013,EV,19,7,2013-10-31T19:00:00Z,:00
2013,FL,20,30,2013-10-31T20:00:00Z,:00
2013,UA,19,34,2013-10-31T19:00:00Z,:00
2013,UA,20,29,2013-10-31T20:00:00Z,:00
2013,EV,19,55,2013-10-31T19:00:00Z,:00
2013,UA,20,28,2013-10-31T20:00:00Z,:00
2013,B6,20,40,2013-10-31T20:00:00Z,:00
2013,B6,20,45,2013-10-31T20:00:00Z,:00
2013,DL,20,25,2013-10-31T20:00:00Z,:00
2013,DL,20,50,2013-10-31T20:00:00Z,:00
2013,EV,20,30,2013-10-31T20:00:00Z,:00
2013,US,21,0,2013-10-31T21:00:00Z,:00
2013,EV,19,30,2013-10-31T19:00:00Z,:00
2013,B6,21,0,2013-10-31T21:00:00Z,:00
2013,MQ,21,0,2013-10-31T21:00:00Z,:00
2013,UA,20,35,2013-10-31T20:00:00Z,:00
2013,EV,20,16,2013-10-31T20:00:00Z,:00
2013,EV,18,45,2013-10-31T18:00:00Z,:00
2013,AA,20,45,2013-10-31T20:00:00Z,:00
2013,MQ,20,15,2013-10-31T20:00:00Z,:00
2013,MQ,21,0,2013-10-31T21:00:00Z,:00
2013,DL,20,59,2013-10-31T20:00:00Z,:00
2013,DL,21,0,2013-10-31T21:00:00Z,:00
2013,B6,21,0,2013-10-31T21:00:00Z,:00
2013,EV,20,3,2013-10-31T20:00:00Z,:00
2013,9E,20,35,2013-10-31T20:00:00Z,:00
2013,9E,20,40,2013-10-31T20:00:00Z,:00
2013,EV,18,40,2013-10-31T18:00:00Z,:00
2013,9E,19,0,2013-10-31T19:00:00Z,:00
2013,WN,20,30,2013-10-31T20:00:00Z,:00
2013,US,21,0,2013-10-31T21:00:00Z,:00
2013,B6,21,6,2013-10-31T21:00:00Z,:00
2013,EV,20,19,2013-10-31T20:00:00Z,:00
2013,B6,20,39,2013-10-31T20:00:00Z,:00
2013,EV,21,10,2013-10-31T21:00:00Z,:00
2013,B6,21,16,2013-10-31T21:00:00Z,:00
2013,MQ,21,40,2013-10-31T21:00:00Z,:00
2013,EV,21,29,2013-10-31T21:00:00Z,:00
2013,AA,21,40,2013-10-31T21:00:00Z,:00
2013,B6,21,39,2013-10-31T21:00:00Z,:00
2013,EV,20,57,2013-10-31T20:00:00Z,:00
2013,B6,21,29,2013-10-31T21:00:00Z,:00
2013,B6,21,30,2013-10-31T21:00:00Z,:00
2013,B6,21,30,2013-10-31T21:00:00Z,:00
2013,B6,21,6,2013-10-31T21:00:00Z,:00
2013,B6,21,50,2013-10-31T21:00:00Z,:00
2013,MQ,21,40,2013-10-31T21:00:00Z,:00
2013,EV,21,10,2013-10-31T21:00:00Z,:00
2013,UA,20,59,2013-10-31T20:00:00Z,:00
2013,EV,21,59,2013-10-31T21:00:00Z,:00
2013,9E,21,59,2013-10-31T21:00:00Z,:00
2013,EV,21,59,2013-10-31T21:00:00Z,:00
2013,EV,21,24,2013-10-31T21:00:00Z,:00
2013,MQ,21,10,2013-10-31T21:00:00Z,:00
2013,EV,21,59,2013-10-31T21:00:00Z,:00
2013,B6,22,45,2013-10-31T22:00:00Z,:00
2013,AA,19,10,2013-10-31T19:00:00Z,:00
2013,B6,22,45,2013-10-31T22:00:00Z,:00
2013,B6,22,45,2013-10-31T22:00:00Z,:00
2013,B6,22,50,2013-10-31T22:00:00Z,:00
2013,WN,20,30,2013-10-31T20:00:00Z,:00
2013,B6,22,50,2013-10-31T22:00:00Z,:00
2013,B6,22,55,2013-10-31T22:00:00Z,:00
2013,EV,20,59,2013-10-31T20:00:00Z,:00
2013,B6,23,59,2013-10-31T23:00:00Z,:00
2013,B6,23,59,2013-10-31T23:00:00Z,:00
2013,B6,23,59,2013-10-31T23:00:00Z,:00
2013,MQ,16,25,2013-10-31T16:00:00Z,:00
2013,MQ,20,5,2013-10-31T20:00:00Z,:00
2013,US,20,0,2013-10-31T20:00:00Z,:00
2013,EV,16,55,2013-10-31T16:00:00Z,:00
2013,B6,10,59,2013-10-31T10:00:00Z,:00
2013,B6,23,59,2013-12-31T23:00:00Z,:00
2013,DL,23,59,2013-12-31T23:00:00Z,:00
2013,B6,22,45,2013-12-31T22:00:00Z,:00
2013,US,5,0,2013-12-31T05:00:00Z,:00
2013,UA,5,15,2013-12-31T05:00:00Z,:00
2013,UA,5,51,2013-12-31T05:00:00Z,:00
2013,AA,6,0,2013-12-31T06:00:00Z,:00
2013,EV,6,0,2013-12-31T06:00:00Z,:00
2013,DL,6,0,2013-12-31T06:00:00Z,:00
2013,B6,5,50,2013-12-31T05:00:00Z,:00
2013,B6,6,0,2013-12-31T06:00:00Z,:00
2013,DL,6,0,2013-12-31T06:00:00Z,:00
2013,UA,5,51,2013-12-31T05:00:00Z,:00
2013,B6,6,0,2013-12-31T06:00:00Z,:00
2013,DL,6,5,2013-12-31T06:00:00Z,:00
2013,EV,6,3,2013-12-31T06:00:00Z,:00
2013,AA,6,0,2013-12-31T06:00:00Z,:00
2013,B6,6,0,2013-12-31T06:00:00Z,:00
2013,AA,5,40,2013-12-31T05:00:00Z,:00
2013,DL,6,5,2013-12-31T06:00:00Z,:00
2013,EV,6,5,2013-12-31T06:00:00Z,:00
2013,B6,6,11,2013-12-31T06:00:00Z,:00
2013,WN,6,0,2013-12-31T06:00:00Z,:00
2013,US,6,15,2013-12-31T06:00:00Z,:00
2013,AA,6,10,2013-12-31T06:00:00Z,:00
2013,DL,6,15,2013-12-31T06:00:00Z,:00
2013,EV,6,14,2013-12-31T06:00:00Z,:00
2013,DL,6,15,2013-12-31T06:00:00Z,:00
2013,B6,6,11,2013-12-31T06:00:00Z,:00
2013,B6,6,30,2013-12-31T06:00:00Z,:00
2013,B6,6,0,2013-12-31T06:00:00Z,:00
2013,MQ,6,30,2013-12-31T06:00:00Z,:00
2013,WN,6,15,2013-12-31T06:00:00Z,:00
2013,B6,6,25,2013-12-31T06:00:00Z,:00
2013,US,6,25,2013-12-31T06:00:00Z,:00
2013,9E,6,20,2013-12-31T06:00:00Z,:00
2013,B6,6,30,2013-12-31T06:00:00Z,:00
2013,AA,6,30,2013-12-31T06:00:00Z,:00
2013,WN,6,25,2013-12-31T06:00:00Z,:00
2013,EV,6,30,2013-12-31T06:00:00Z,:00
2013,B6,6,35,2013-12-31T06:00:00Z,:00
2013,UA,6,27,2013-12-31T06:00:00Z,:00
2013,US,6,30,2013-12-31T06:00:00Z,:00
2013,US,6,30,2013-12-31T06:00:00Z,:00
2013,UA,6,30,2013-12-31T06:00:00Z,:00
2013,US,6,30,2013-12-31T06:00:00Z,:00
2013,UA,6,31,2013-12-31T06:00:00Z,:00
2013,US,6,15,2013-12-31T06:00:00Z,:00
2013,UA,6,40,2013-12-31T06:00:00Z,:00
2013,UA,6,24,2013-12-31T06:00:00Z,:00
2013,AA,6,0,2013-12-31T06:00:00Z,:00
2013,UA,6,35,2013-12-31T06:00:00Z,:00
2013,EV,6,45,2013-12-31T06:00:00Z,:00
2013,UA,6,10,2013-12-31T06:00:00Z,:00
2013,B6,6,45,2013-12-31T06:00:00Z,:00
2013,DL,6,30,2013-12-31T06:00:00Z,:00
2013,DL,6,56,2013-12-31T06:00:00Z,:00
2013,AA,7,0,2013-12-31T07:00:00Z,:00
2013,AA,6,55,2013-12-31T06:00:00Z,:00
2013,DL,7,0,2013-12-31T07:00:00Z,:00
2013,B6,6,59,2013-12-31T06:00:00Z,:00
2013,DL,6,55,2013-12-31T06:00:00Z,:00
2013,UA,6,10,2013-12-31T06:00:00Z,:00
2013,DL,7,0,2013-12-31T07:00:00Z,:00
2013,UA,6,54,2013-12-31T06:00:00Z,:00
2013,B6,7,0,2013-12-31T07:00:00Z,:00
2013,DL,7,0,2013-12-31T07:00:00Z,:00
2013,DL,6,59,2013-12-31T06:00:00Z,:00
2013,DL,7,5,2013-12-31T07:00:00Z,:00
2013,EV,6,0,2013-12-31T06:00:00Z,:00
2013,UA,7,0,2013-12-31T07:00:00Z,:00
2013,DL,7,0,2013-12-31T07:00:00Z,:00
2013,B6,7,0,2013-12-31T07:00:00Z,:00
2013,EV,7,0,2013-12-31T07:00:00Z,:00
2013,B6,7,1,2013-12-31T07:00:00Z,:00
2013,UA,6,50,2013-12-31T06:00:00Z,:00
2013,UA,7,5,2013-12-31T07:00:00Z,:00
2013,AS,7,5,2013-12-31T07:00:00Z,:00
2013,WN,7,5,2013-12-31T07:00:00Z,:00
2013,DL,7,15,2013-12-31T07:00:00Z,:00
2013,EV,7,3,2013-12-31T07:00:00Z,:00
2013,B6,7,10,2013-12-31T07:00:00Z,:00
2013,B6,7,10,2013-12-31T07:00:00Z,:00
2013,B6,7,5,2013-12-31T07:00:00Z,:00
2013,AA,6,50,2013-12-31T06:00:00Z,:00
2013,MQ,7,15,2013-12-31T07:00:00Z,:00
2013,WN,7,15,2013-12-31T07:00:00Z,:00
2013,AA,7,10,2013-12-31T07:00:00Z,:00
2013,B6,6,55,2013-12-31T06:00:00Z,:00
2013,UA,7,16,2013-12-31T07:00:00Z,:00
2013,AA,7,20,2013-12-31T07:00:00Z,:00
2013,WN,7,20,2013-12-31T07:00:00Z,:00
2013,AA,7,30,2013-12-31T07:00:00Z,:00
2013,UA,7,20,2013-12-31T07:00:00Z,:00
2013,EV,7,28,2013-12-31T07:00:00Z,:00
2013,VX,7,0,2013-12-31T07:00:00Z,:00
2013,B6,7,29,2013-12-31T07:00:00Z,:00
2013,B6,7,30,2013-12-31T07:00:00Z,:00
2013,AA,7,30,2013-12-31T07:00:00Z,:00
2013,WN,7,30,2013-12-31T07:00:00Z,:00
2013,VX,7,30,2013-12-31T07:00:00Z,:00
2013,VX,7,30,2013-12-31T07:00:00Z,:00
2013,B6,7,37,2013-12-31T07:00:00Z,:00
2013,DL,7,45,2013-12-31T07:00:00Z,:00
2013,EV,7,20,2013-12-31T07:00:00Z,:00
2013,DL,7,45,2013-12-31T07:00:00Z,:00
2013,B6,7,46,2013-12-31T07:00:00Z,:00
2013,EV,7,48,2013-12-31T07:00:00Z,:00
2013,MQ,7,45,2013-12-31T07:00:00Z,:00
2013,AA,7,50,2013-12-31T07:00:00Z,:00
2013,DL,7,40,2013-12-31T07:00:00Z,:00
2013,UA,7,45,2013-12-31T07:00:00Z,:00
2013,EV,7,50,2013-12-31T07:00:00Z,:00
2013,US,7,56,2013-12-31T07:00:00Z,:00
2013,EV,7,56,2013-12-31T07:00:00Z,:00
2013,WN,7,55,2013-12-31T07:00:00Z,:00
2013,UA,7,51,2013-12-31T07:00:00Z,:00
2013,DL,8,0,2013-12-31T08:00:00Z,:00
2013,DL,7,59,2013-12-31T07:00:00Z,:00
2013,UA,7,55,2013-12-31T07:00:00Z,:00
2013,B6,7,54,2013-12-31T07:00:00Z,:00
2013,B6,8,0,2013-12-31T08:00:00Z,:00
2013,UA,7,50,2013-12-31T07:00:00Z,:00
2013,MQ,8,5,2013-12-31T08:00:00Z,:00
2013,AA,8,0,2013-12-31T08:00:00Z,:00
2013,AA,8,0,2013-12-31T08:00:00Z,:00
2013,DL,8,0,2013-12-31T08:00:00Z,:00
2013,DL,8,0,2013-12-31T08:00:00Z,:00
2013,UA,8,0,2013-12-31T08:00:00Z,:00
2013,UA,8,0,2013-12-31T08:00:00Z,:00
2013,9E,8,5,2013-12-31T08:00:00Z,:00
2013,B6,7,35,2013-12-31T07:00:00Z,:00
2013,UA,8,0,2013-12-31T08:00:00Z,:00
2013,UA,6,0,2013-12-31T06:00:00Z,:00
2013,UA,8,0,2013-12-31T08:00:00Z,:00
2013,9E,8,10,2013-12-31T08:00:00Z,:00
2013,DL,8,0,2013-12-31T08:00:00Z,:00
2013,DL,8,10,2013-12-31T08:00:00Z,:00
2013,DL,8,5,2013-12-31T08:00:00Z,:00
2013,9E,7,40,2013-12-31T07:00:00Z,:00
2013,B6,8,9,2013-12-31T08:00:00Z,:00
2013,DL,8,5,2013-12-31T08:00:00Z,:00
2013,EV,8,8,2013-12-31T08:00:00Z,:00
2013,9E,8,15,2013-12-31T08:00:00Z,:00
2013,DL,8,10,2013-12-31T08:00:00Z,:00
2013,DL,8,15,2013-12-31T08:00:00Z,:00
2013,B6,8,15,2013-12-31T08:00:00Z,:00
2013,DL,8,12,2013-12-31T08:00:00Z,:00
2013,UA,7,47,2013-12-31T07:00:00Z,:00
2013,MQ,8,25,2013-12-31T08:00:00Z,:00
2013,US,8,20,2013-12-31T08:00:00Z,:00
2013,EV,8,17,2013-12-31T08:00:00Z,:00
2013,MQ,8,25,2013-12-31T08:00:00Z,:00
2013,DL,8,20,2013-12-31T08:00:00Z,:00
2013,EV,8,17,2013-12-31T08:00:00Z,:00
2013,AA,7,45,2013-12-31T07:00:00Z,:00
2013,EV,8,25,2013-12-31T08:00:00Z,:00
2013,9E,8,30,2013-12-31T08:00:00Z,:00
2013,9E,8,30,2013-12-31T08:00:00Z,:00
2013,B6,7,45,2013-12-31T07:00:00Z,:00
2013,B6,8,29,2013-12-31T08:00:00Z,:00
2013,9E,8,35,2013-12-31T08:00:00Z,:00
2013,B6,7,55,2013-12-31T07:00:00Z,:00
2013,9E,8,30,2013-12-31T08:00:00Z,:00
2013,F9,8,30,2013-12-31T08:00:00Z,:00
